Datacleaned,,,,,,
,Title,Abstract,source&dates,source,dates,Url
193,安徽：小伙不愿读研究生外出打工 遭骗财失恋后自杀,,人民网    2014-10-26,人民网,2014-10-26,https://www.ringdata.com/news/detail?id=20141026c3de483e53df51ba5dd0e56d5db8e34e
194,研究生疑因求职屡受挫跳楼自杀 称没能力照顾爸妈,“我走了，你照顾好咱爸妈，我没能力”收到哥哥的短信，弟弟立即赶来，还是晚了“我走了，你照顾好咱爸妈，我没能力”收到哥哥的短信，弟弟立即赶来，还是晚了昨日上午，在花园北路城中村邵庄，一名刚刚研究生毕业的,东南网    2014-12-12,东南网,2014-12-12,https://www.ringdata.com/news/detail?id=20141212225936f4685543b77b0762a73cf2635a
195,疑因论文未过一研究生自杀 导师否认故意为难学生,原标题：疑因论文未过一研究生自杀 导师否认故意为难学生 　　5月18日，28岁的中南大学研三学生姜东身坠楼身亡。 　　5月23日，姜东身哥哥姜东中告诉记者，弟弟死前在网上留下五千字遗书，称因论文答辩遭,安徽广播电视台网    2015-05-24,安徽广播电视台网,2015-05-24,https://www.ringdata.com/news/detail?id=20150524b71112e6482e3bd5bbd1ed146c7a9319
197,大四学生遭遇车祸瘫痪 其母不堪打击竟跳楼自杀,,央广网    2010-09-18,央广网,2010-09-18,https://www.ringdata.com/news/detail?id=201009183a44e0533d22822c8df3b08d1200f0e3
198,调查:美大学生半数以上想过自杀 逾5%曾试图自杀,中新网8月19日电 综合报道，美国高校心理辅导研究会当地时间17日公布的一项通过网际网络进行的调查显示，美国大学生半数以上至少产生过一次自杀念头，超过5%的的人曾试图自杀。 　　调查还显示，1,中国新闻网    2008-08-19,中国新闻网,2008-08-19,https://www.ringdata.com/news/detail?id=20080819eaa7f5b51f8e90400a283bddf4a1ca4b
199,"大学生告诉母亲要自杀 警察找来他称\""忘记自杀了\""","近日，大学生丁洋给母亲耿女士发送了一条\""今生债来世还\""的短信，随后再也联系不上了。以为儿子要自杀，耿女士急忙来到南京市秦淮公安分局瑞金路派出所报警，最终，民警在一家网吧找到丁洋，他表示打游戏太",中安在线网    2018-04-02,中安在线网,2018-04-02,https://www.ringdata.com/news/detail?id=20180402fd7840e41dee07022d33d57bfcc98b32
200,网传广西一大学生被自杀 警方回应称确系自杀,,央广网    2011-03-25,央广网,2011-03-25,https://www.ringdata.com/news/detail?id=20110325b04373894383fc5aa9915b57435c1eed
201,印度大学生自杀引发抗议浪潮,【美国石英财经网站1月20日报道】印度各大城市的大学生联合举行抗议活动。自周一以来，新德里、孟买、海得拉巴和浦那都发生了大规模的示威活动。 　　这些抗议活动是由海得拉巴大学一名博士生上周日晚上的,中国新闻网    2016-01-22,中国新闻网,2016-01-22,https://www.ringdata.com/news/detail?id=201601225ac29a843d50b01e01d752afd6123fed
202,日媒：中国大学生为何频频自杀,,人民网    2013-12-04,人民网,2013-12-04,https://www.ringdata.com/news/detail?id=2013120474c1c1477bf45f620c4a04c57563400b
203,女大学生自杀暴露菲律宾顽疾,,人民网    2013-03-31,人民网,2013-03-31,https://www.ringdata.com/news/detail?id=20130331d50de1b92c04cad18c930494d7dd5831
204,“大学生自杀很正常”真的正常吗？,,多彩贵州网    2010-04-23,多彩贵州网,2010-04-23,https://www.ringdata.com/news/detail?id=201004235a2589c721c4d06da41dc6f2cd48f2c4
205,大学生欠债百万自杀 元凶是谁,【大学生欠债百万自杀 元凶是谁】 　　郑州市河南牧业经济学院，一在校大学生因债务缠身无力偿还在山东青岛跳楼自杀，他死前发给同学的一段遗言，深深的震撼了我们。 大学生欠债百万自杀 元凶是谁 　　郑州,鄂东网    2016-03-16,鄂东网,2016-03-16,https://www.ringdata.com/news/detail?id=2016031614a1496a001a071a50b70208a66b80a6
208,大学生无力偿还6万网贷自杀,秦楚网讯（十堰晚报）记者 杨建波 特约记者 何玉婷 通讯员 张捷 4月10日，十堰一名在校大学生因网上借款和透支信用卡，欠下近6万元债务无力偿还，最终选择在宾馆内割腕自杀，幸亏民警及时施救，避免了一场,秦楚网    2017-04-15,秦楚网,2017-04-15,https://www.ringdata.com/news/detail?id=20170415281174b1286c5e93875292b3fd5a26ce
209,大学生无力偿还60万网贷自杀,网贷辐射校园，由此引发的极端事件备受社会关注。8月24日，银监会明确提出用“停、移、整、教、引”五字方针，整改校园贷问题。今年3月9日，郑州一21岁大学生，因无力偿还60万元网贷跳楼自杀，因该学生用2,丝路明珠网    2016-08-26,丝路明珠网,2016-08-26,https://www.ringdata.com/news/detail?id=2016082657b6c63e5ccb5226316a9a475a4e87b0
211,对大学生自杀别拿“责任感”说事,"中青在线版权与免责声明：　　在接受本网站服务之前，请务必仔细阅读下列条款并同意本声明。 凡本网注明""来源：中青在线或中国青年报""的所有作品，版权均属于中青在线或中国青年报社，未经本网授权，不得转载、摘",中国青年报    2005-07-29,中国青年报,2005-07-29,https://www.ringdata.com/news/detail?id=200507298997b5d1e4a66b1a1842b0dde99da956
212,女大学生与母亲争执跳楼自杀,重庆48岁的刘美艺（化名）至今没想通：自己深沉的母爱竟成了“杀”死女儿的凶手——女儿晓琳大学毕业后，通过网络从事自由职业，但在机关当领导的她认为这“工作”不稳定，四处张罗让女儿进机关端“铁饭碗”，却屡,十堰晚报    2010-03-11,十堰晚报,2010-03-11,https://www.ringdata.com/news/detail?id=20100311d2c766fb6d63f57c63e23f105ac797f4
214,八千“校园贷”需还款八万 大二学生不堪重负跳楼自杀,小郑为偿还网络博彩和炒股欠下的债务，借用、冒用28名同学的身份信息，分别在“人人分期”“优分期”等网络平台购买高档手机用于变现，在“爱学贷”等贷款平台申请贷款，涉及金额共计58.95万元 一笔8,青报网    2016-06-15,青报网,2016-06-15,https://www.ringdata.com/news/detail?id=20160615863b15970ae6dbb3a46ce75e17f8bcd2
215,上海研究生自杀：摇篮本应生意盎然 为何生命由此陨落,上海海事大学女研究生宿舍自杀 　　9日晚，上海海事大学女研究生杨元元在宿舍自杀身亡。这位出身贫寒却自强不息的女孩，最终竟被社会的现实被逼自缢。为何社会上越来越多的高学历走上了这条不归路，是何,中国山东网    2009-12-11,中国山东网,2009-12-11,https://www.ringdata.com/news/detail?id=200912112a47426218bcc482043fceee5b40ec53
216,武汉理工自杀研究生陶崇园导师王攀道歉，赔偿65万元,3月25日晚，一年前坠楼身亡的武汉理工大学研究生陶崇园的姐姐发布微博称：“时隔一年，王攀终于认错道歉了。”该微博所附的调解书显示，陶崇园的研究生导师王攀除道歉外，还赔偿了陶崇园家属65万元。 记者从陶,上观网    2019-03-26,上观网,2019-03-26,https://www.ringdata.com/news/detail?id=201903262c80eb7b112a9798ad5beea2eb00eaff
217,硕士研究生苗卫芳毕业回家种地 老父愤而服毒自杀(图),    ,央广网    2012-10-17,央广网,2012-10-17,https://www.ringdata.com/news/detail?id=20121017e66d5ffd8a17f72ec67d85b01e1c0821
218,中国留法女研究生公寓外死亡 检方尸检后认定系自杀,,央广网    2013-11-14,央广网,2013-11-14,https://www.ringdata.com/news/detail?id=201311144b3da7520baa5f14f97b4a59cf62dd1d
219,西南政法大学大四学生平安夜身亡 初步确认为自杀,平安夜(24日)，西南政法大学民商法学院2011级聂姓同学在校外身亡，经公安机关现场勘查，初步确认为自杀。记者今日从西南政法大学确认了这一消息。今日上午9点多，西南政法大学官方微博发布“校情通报”称：,东南网    2014-12-26,东南网,2014-12-26,https://www.ringdata.com/news/detail?id=20141226df78d3e020daf3e980428201262e94b7
220,英语考试作弊丢了学位 大三学生寝室烧炭自杀,@大河报：【考试作弊被取消学位 大学生自杀发微博告别人世】15日，黑龙江八一农垦大学一名大三学生李某在宿舍内烧炭自杀身亡。该学生在其微博中透露，自己选择离去的最直接原因是在英语六级考试中作弊被,华声在线网    2012-07-18,华声在线网,2012-07-18,https://www.ringdata.com/news/detail?id=20120718213c3cd9c1e375d24bdc413c07ecf297
221,自杀成大学生意外死亡首因 大学生真的很脆弱吗?,,中国新闻网    2009-05-25,中国新闻网,2009-05-25,https://www.ringdata.com/news/detail?id=20090525a2e184bab5344dc9c94fdad0ec7ecc65
222,大学生欠60万自杀 一些校园贷把大学生引入火炕,小额、便捷，基于学业或者创业的“校园贷”对资金有限的大学生来说，是一项福利。如果加强监管，强化审核力度，规范运营，风险也是可控的。 　　------------------------------,东北新闻网    2016-10-20,东北新闻网,2016-10-20,https://www.ringdata.com/news/detail?id=201610208012f107bdb34e31d78e4e2cdde76a1f
225,斯坦福大学一中国博士生自杀身亡 疑为心理压力过大,中国侨网2月22日电 据美国《世界日报》报道，日前，美国斯坦福大学“Paul G. Allen实验室”一名男性身亡的消息，引发民众的关注。据地方媒体报道，死者26岁，生前为斯坦福大学材料科学与工,中国新闻网    2019-02-22,中国新闻网,2019-02-22,https://www.ringdata.com/news/detail?id=2019022250a3fb2ea73fb21b28c9cce8968edacc
227,女大学生自杀，能否瓦解乙肝歧视？,,央广网    2015-05-02,央广网,2015-05-02,https://www.ringdata.com/news/detail?id=201505020c269ee851fe8c856c028fcac9ed2f55
228,男子杀死大学生女友后自杀未遂,,央广网    2010-06-03,央广网,2010-06-03,https://www.ringdata.com/news/detail?id=201006032a6eaeb3a22859d5288d59dac20b52b2
229,日本就业难致大学生自杀率剧增,据新加坡《联合早报》报道 近年来，日本年均自杀人数不少于3万人，绝大部分自杀原因与生活陷入困境有关。近日，日本社会关注其中一群人，他们是即将毕业的大学生，有的因为就业受挫而走上绝路。 　　3月正是日,上海教育新闻网    2013-03-28,上海教育新闻网,2013-03-28,https://www.ringdata.com/news/detail?id=2013032838fbb4818d90d115e4280a853ca89552
230,大学生欠债百万 留遗言跳楼自杀,郑州市河南牧业经济学院，一在校大学生因债务缠身无力偿还在山东青岛跳楼自杀，他死前发给同学的一段遗言，深深的震撼了我们。一个普通的学生是怎样背负上百万的债务，又是什么逼得他走投无路，以死相赎呢？,央广网    2016-03-15,央广网,2016-03-15,https://www.ringdata.com/news/detail?id=20160315aea5714085b80cd495cd6feceaa9ed4a
231,哈尔滨市一大学生教学楼内自杀,东北网11月15日电 14日，哈尔滨市一大学生被人发现缢死于学校的原实验楼内。经警方初步认定，该学生系自杀身亡。10时，记者来到了这所位于哈尔滨市道外区红旗大街上的高校。记者在学校保卫处询问得知,东北网    2005-11-15,东北网,2005-11-15,https://www.ringdata.com/news/detail?id=20051115eff157a6f0b915909da3855b2ad50269
232,英国：防范大学生自杀遇到新难题,【新说】 　　英国每日电讯网站日前刊登文章说，英国的大学正面临着在校学生心理健康服务需求量剧增的局面。根据英国国家统计局的数据，过去十年间英格兰和威尔士自杀的大学生数量增加了50%以上。 　　英国,光明网    2017-04-15,光明网,2017-04-15,https://www.ringdata.com/news/detail?id=20170415713d7a785998128756def8da8329128b
233,自杀女大学生是钱色交易牺牲品,4月11日，厦门一名大二女生因陷“校园贷”自杀身亡，据悉，其家人曾收到“催款裸照”，无疑，这起“校园贷“自杀事件，实则是一起去年就已在坊间流传的“裸贷”事件。去年年底，167位女大学生身陷“裸贷门,中安在线网    2017-04-21,中安在线网,2017-04-21,https://www.ringdata.com/news/detail?id=201704212570a11f6f0e6debd4979ca685569b0a
235,女大学生应聘失败后开煤气自杀,“我只要女儿应聘的那家公司象征性补偿2222元，相当于女儿每小时工作所得报酬的10倍。”昨天，张甲（化名）爸爸说。 　　不久前，25岁的张甲去一家公司应聘兼职录音员，等了近六个小时仍没通过。当晚，,胶东在线网    2006-09-06,胶东在线网,2006-09-06,https://www.ringdata.com/news/detail?id=20060906da0bb1fe135b587e7cd1d49785966e73
236,大学生自杀：是心理还是体制问题？,,央广网    2011-07-18,央广网,2011-07-18,https://www.ringdata.com/news/detail?id=20110718f2a8a030550252d270f7635548bdbdc4
237,还不起网络贷款 大学生跳楼自杀,小郑父亲的手机依然能够收到催款短信。,荆门日报    2016-03-21,荆门日报,2016-03-21,https://www.ringdata.com/news/detail?id=201603216d4b18d805034dcadaad6dc26f1cdee1
238,女大学生因不愿当公务员而自杀,据《重庆晚报》消息 48岁的刘美艺（化名）至今没想通：自己深沉的母爱竟成了“杀”死女儿的凶手——女儿晓琳大学毕业后，通过网络从事自由职业，但在机关当领导的她认为这“工作”不稳定，四处张罗让女儿进机,滁州网    2010-03-10,滁州网,2010-03-10,https://www.ringdata.com/news/detail?id=2010031077675a970d2f40a073b250dff13902e5
241,这所211大学突发研究生自杀事件，案件核心人物发声明了！,您的浏览器不支持 video 标签。 您的浏览器不支持 audio 标签。 　　长沙晚报掌上长沙3月31日讯 据环球时报微信公号消息： 就在5天前，身为211重点大学的武汉理工大学校园内发生了一起,长沙晚报网    2018-03-31,长沙晚报网,2018-03-31,https://www.ringdata.com/news/detail?id=2018033148aec2bd685bc1aa8d35c307330a2a96
242,浙江大学博士自杀，医学研究生何尝不是在生死边缘试探,2018年10月10日，浙江大学化工专业博士跳江自杀，年仅 26 岁。 作为高学历群体的医学研究生，又何尝不是在生死边缘试探？ 9个月前，西安交大医学专业的博士生杨宝德溺亡，他曾一度对未来充满希望,文汇网    2018-11-02,文汇网,2018-11-02,https://www.ringdata.com/news/detail?id=20181102cfdcf7db1f3bfe5dcbf79eee6f29bffb
243,华中大回应“一研究生跳楼自杀”：校方正全力配合警方调查,针对网传华中科技大学计算机科学与技术学院2016级硕士研究生陈泽民跳楼自杀一事，9月4日下午，华中科技大学党委宣传部外宣办公室一名工作人员表示，校方对此非常悲痛和惋惜，学校目前正全力配合公安机关进行调,上观网    2019-09-04,上观网,2019-09-04,https://www.ringdata.com/news/detail?id=201909049a0d6ea17ebdd977420bd0da891f13bc
244,复旦大学生跳楼身亡 盘点近年恐怖大学生自杀事件,复旦大学昨日被证实，该校一名历史系大一学生留下遗书，跳楼自杀，该学生姓周，来自山东。尽管同学及时发现并送医，但周同学年轻的生命遗憾地未被挽留。 大学生自杀事件不断见诸报端，是心理年龄与实际年龄不符，心,河北新闻网    2013-06-14,河北新闻网,2013-06-14,https://www.ringdata.com/news/detail?id=201306145071ee3e40079d426a7f7e17332e7cff
245,河南高中生不满校内歪风服毒自杀,他年仅19岁，曾以全市前50名的成绩考入重点中学；他有着极好的人缘，同学们都喜欢和他聊天谈心；他是个孝顺懂事的儿子，常悄悄攒钱，给父母补贴家用…… 　　11月8日晚，这个年轻的高三学子李金川，却选,滁州网    2009-12-10,滁州网,2009-12-10,https://www.ringdata.com/news/detail?id=20091210e56703f857663b26774a268398c6be26
246,高中生校内跳楼自杀 排除刑事案件,新京报讯 (记者刘经宇 实习生唐鲁利)4月12日，河北省定州第一中学学生李某某跳楼后不治身亡。事后，警方调查结论为排除刑事案件，确定死者系自杀。 　　昨日，李某某亲属称，他们查看监控发现，班主任李,新京报    2018-04-21,新京报,2018-04-21,https://www.ringdata.com/news/detail?id=201804214a97866bc08e79c2209e773affcd600c
247,大三学生卫生间内烧炭自杀 死前曾加入谈论死亡群,,央广网    2016-08-30,央广网,2016-08-30,https://www.ringdata.com/news/detail?id=2016083022f770a99bca0c06e12e634f241531c3
248,疑患抑郁症 海大大三学生留下3封遗书后跳楼自杀,,海口网    2011-03-24,海口网,2011-03-24,https://www.ringdata.com/news/detail?id=2011032419fd85c4ab94a4347c4cb5f04493c093
250,大三学生卫生间内烧炭自杀死前曾加入谈论死亡群,近日，黑龙江齐齐哈尔大大学一大三在校生梁某，在自己居住寝室内的卫生间死亡，经警方认定，梁某某为自杀身亡。警方查阅其手机时发现，该名学生生前曾加入若干谈论自杀死亡的群，并将点燃炭火的图片发给网友。,中安在线网    2016-08-31,中安在线网,2016-08-31,https://www.ringdata.com/news/detail?id=20160831d7c25afcf20cd15b92945d234ed906ec
252,台男子诱杀男博士生焚尸 假装自杀并企图冒用死者身份,原标题：性侵犯诱杀博士生焚尸被判死刑全案发回再审 　　中新网1月29日电据台湾《联合报》报道，台湾男子孙国晃犯下性侵案被判刑8年半定谳未报到服刑，孙再诱杀高雄第一科大张姓男博士生焚尸，留下遗书故布,央广网    2015-01-30,央广网,2015-01-30,https://www.ringdata.com/news/detail?id=201501309e8eaa3f9919eca3f8f95ebbaf2ae175
253,大二学生宾馆为情吞药自杀民警紧急催吐助其重获新生,中安在线讯 据市场星报报道，“爸妈，儿子不孝，请原谅我……”。2月13日，情人节前夕下午17时50分许，一条发往蚌埠五河县刘朵村庄的短信息，打破了弥漫着节日气息的小村的安宁。 　　“我儿子在淮南蔡,中安在线网    2016-02-15,中安在线网,2016-02-15,https://www.ringdata.com/news/detail?id=20160215d6e3fe6e3de1c4536e3637fade369535
254,半数以上美国大学生有过自杀念头,,央广网    2008-08-18,央广网,2008-08-18,https://www.ringdata.com/news/detail?id=20080818e22cf83d12c1b0e9bca12e41669eb517
255,阻止大学生自杀 不能只靠偶然发现,1月16日，本报报道了一则新闻：在甘肃省兰州市，不少人都在谈论的哥及时搭救一名欲轻生的博士生，善意的举动引起了强烈的社会反响。一名博士生下车送苹果手机当车费，的哥察觉不对，及时报警救人一命。救人的周永,人民政协网    2019-01-17,人民政协网,2019-01-17,https://www.ringdata.com/news/detail?id=201901170d8cda23e675ba6f7b3fe07c5a15f235
256,揭阳准大学生自杀疑被骗万元学费,“老弟，当你看到这条说说的时候，我应该已经自杀了，自杀的原因就是因为自己太蠢了，相信了短信诈骗，被骗光了老妈给我的一万多元钱……”这是广东揭阳惠来19岁的准大学生蔡淑妍在离家后留下的一条QQ说说。,成都商报    2016-09-02,成都商报,2016-09-02,https://www.ringdata.com/news/detail?id=20160902e9c3145049e7e1ce5e313a277e894829
257,大学生QQ相约自杀 腾讯承担10%责任,"据新华社杭州12月3日电      浙江省丽水市莲都区人民法院3日对一起大学生利用腾讯QQ网络相约自杀的民事赔偿纠纷作出一审判决，腾讯被判承担10%的责任。   原告为自杀大学生范某的父母,他们起",长春晚报    2010-12-04,长春晚报,2010-12-04,https://www.ringdata.com/news/detail?id=201012045b2cbd60af3a8efe5330a1244228085a
258,杀死资助多年的大学生后服毒自杀,  昨天上午，家住南京浦口区南门小圩埂的浦口区环卫所职工老于，被邻居发现死在了离家不远的菜园里，而他资助多年的大学毕业生吕某，则死在了他屋内的一张床上。警方赶到现场勘查后，初步认定，老于是在杀死吕某后,现代快报    2010-08-08,现代快报,2010-08-08,https://www.ringdata.com/news/detail?id=2010080850e1d433c4337332d7906c899a428c0f
259,日本《产经新闻》：大学生为何频频自杀,,人民网    2013-12-04,人民网,2013-12-04,https://www.ringdata.com/news/detail?id=20131204710375ca03fad6054fb8c740a5535b14
262,大学生自杀原因解析 源于信念缺失,,央广网    2013-01-24,央广网,2013-01-24,https://www.ringdata.com/news/detail?id=201301246dff471dc2e1fa945baa517a75fd64f6
263,大学生自杀悲剧呼唤有效心理援助,学校按教务规章管理学生，学生却以死相抗。上周末，两起校园事件引起网上热评：南京理工大学一名在读博士生因为导师不允许其参加毕业答辩，遂爬上宿舍楼窗台，以死威胁导师，最后在警方的干预下，这场闹剧才得以化解,上海教育新闻网    2010-01-20,上海教育新闻网,2010-01-20,https://www.ringdata.com/news/detail?id=20100120661299413001cd62649ae47d4da3759e
264,非洲大学生因考试挂3科上吊自杀,,人民网    2014-02-20,人民网,2014-02-20,https://www.ringdata.com/news/detail?id=201402203f06be46a394be0232ca83ec47379a17
266,自杀成潜伏于大学生间的无形杀手,秋天，是草木凋零的季节，也是自杀的多发期，又被称为“自杀季节”。近期发生于太平洋东岸的留学生自杀事件更为这季节添了几分寒凉。 在本应意气风发的年纪选择结束自己的生命，让人疑惑，也让人痛惜。世界卫生,人民政协网    2017-11-06,人民政协网,2017-11-06,https://www.ringdata.com/news/detail?id=20171106efd5217f25d3026ba5a4edaa23a6ed80
267,图文:女大学生深陷“师生恋”服毒自杀,大学毕业参加工作才两个月的雯雯，却突然服毒自杀。母亲整理女儿遗物时，却发现了女儿手机中“与老师暧昧不清的短信”，“还有一张流产的单据”。 家属怀疑雯雯的死，是因为和大学时班主任刘光磊的“感情纠葛”，而,荆楚网    2011-09-23,荆楚网,2011-09-23,https://www.ringdata.com/news/detail?id=201109232a0598fb2e333984e9500a4971c270d6
269,大学生自杀频现：血色的青春不美丽,2017年，大学生自杀事件接连出现。国家卫生部的一项数据显示，自杀在中国人死亡原因中居第5位，15岁至35岁年龄段的青壮年中，自杀位列死因首位。而在全球，自杀也是导致15至19岁青少年死亡的五大原,法治湖南网    2017-04-24,法治湖南网,2017-04-24,https://www.ringdata.com/news/detail?id=2017042440c0014b34f998b1769ae8b91e18444b
271,从女大学生查出乙肝病毒自杀说起,从女大学生 　　查出乙肝病毒自杀说起 　　口述：肝病、肾病、风湿病专家 主任中医师　庄险峰　 整理：李华 杀她的病不在肝，在心 　　我这个手机，还是原来的手机号，这4个月用掉了1300多元,今日早报    2015-05-13,今日早报,2015-05-13,https://www.ringdata.com/news/detail?id=20150513a96c52b0450d8c48120bb7f994ef63b7
272,阻止大学生自杀，不能只靠偶然发现,【导读】 这几年，从媒体上看到，高校学生因为心理问题寻短见的事情时有发生。有人感叹，现在年轻人抗挫折能力太弱了。不容回避的是，现代社会人出现心理问题并不是个案，与某一个群体无关。与其在道德上指责，不如,盐城新闻网    2019-01-17,盐城新闻网,2019-01-17,https://www.ringdata.com/news/detail?id=20190117be785a3a979736394e59de8e5c43b7a9
273,南京一大学生 学费被骗欲跳楼自杀,快报讯（记者 顾元森） 昨天，现代快报记者了解到，近日南京发生了一起大学生被骗学费一事，这名男大学生欲跳楼自杀，警方与消防队员及时出动，最终救下了他。   8月30日晚上10点多钟，南京鼓楼警方,现代快报    2016-09-03,现代快报,2016-09-03,https://www.ringdata.com/news/detail?id=2016090364874ae04370c3486af7152a65d6882f
274,初一女生疑因成绩下滑校内跳楼自杀,西安晚报延安讯(记者周鹏) 27日上午，延川县延远初级中学内发生一起惨剧，一名初一年级女生从教学楼4楼坠落，不幸身亡。当地警方初步排除他杀可能，坠楼详因有待进一步调查。 　　27日下午4时许，记,胶东在线网    2011-04-29,胶东在线网,2011-04-29,https://www.ringdata.com/news/detail?id=20110429563b81d5f5a3c81a46e2d068c9f5537a
275,浙江杭州：涉及被害大学生39人 导致一名大学生自杀死亡,有组织地实施“套路贷”等违法犯罪活动，涉及被害人47名，其中在校大学生39名，直接导致1名大学生自杀身亡。近日，由浙江省杭州市萧山区检察院提起公诉的胡某等12人涉嫌组织、领导、参加黑社会性质组织罪，敲,人民网    2019-05-13,人民网,2019-05-13,https://www.ringdata.com/news/detail?id=201905137d6a7d6894dd8e181f03a9b79b03d253
276,广东19岁准大学生疑因学费被骗自杀,又一起通讯诈骗，带走了一个年轻的生命。广东揭阳市惠来县19岁姑娘蔡某失踪一天后被发现死在海边。   9月1日，蔡某表哥张先生向记者出示了蔡某的“遗书”，蓝黑交替笔迹的纸上，留下了蔡某的溺亡原因,现代快报    2016-09-03,现代快报,2016-09-03,https://www.ringdata.com/news/detail?id=20160903b6f761c2486d45f06d772f6ab6949e3c
277,徐州一大学生剪刀插颈自杀,现代快报讯（通讯员 安孝鹏 记者 李伟豪）命悬一线！徐州医科大学一名学生，不知何故当街以剪刀插颈自杀，所幸警方救援迅速，送医急救后脱离危险。 　　11 月 28 日下午，徐州泉山交警大队摩巡队员,中国江苏网    2018-11-30,中国江苏网,2018-11-30,https://www.ringdata.com/news/detail?id=20181130365bad708c46a219f27d45c66c30294c
278,大学生想自杀没勇气持刀刺同学解压,,多彩贵州网    2013-04-18,多彩贵州网,2013-04-18,https://www.ringdata.com/news/detail?id=201304182b2ef2dee1825a23930ffce68fa2c273
279,网友推荐自杀方法 大学生服下氰化钾,本报讯 据台湾媒体报道，东海大学一名男生日前因情绪低落，在网上寻求自杀方法，一名网友竟告诉他服用氰化钾一口即可结束生命。男生就通过网络购得500克氰化钾，并食用一小匙，造成呼吸困难长达2小时，,厦门日报    2012-05-22,厦门日报,2012-05-22,https://www.ringdata.com/news/detail?id=20120522c7b66344bb97304a9f1fd0463fcea13c
280,海口自杀大学生遗言：我做人得零分,分享到一键通微信新浪腾讯QQ空间i贴吧 责任编辑：郭祖莹,南海网    2010-04-28,南海网,2010-04-28,https://www.ringdata.com/news/detail?id=201004284f9b1450e1755958c5b6c074c0336ed0
281,疑因感情问题困扰 女大学生割腕自杀,本报讯（记者 韦东 通讯员 黄皆涪）6日晚，南宁某高校一名大一女生疑因感情问题，在出租房内割腕自杀，所幸室友及时发现报警救下。经检查，女子伤口不深，没有生命危险。 6日晚11时许，相思湖花园二号楼4楼,南宁晚报    2013-06-08,南宁晚报,2013-06-08,https://www.ringdata.com/news/detail?id=201306082a01aef2609b520237421450425bdef4
282,女大学生网购花光两年学费跳楼自杀,,多彩贵州网    2013-07-01,多彩贵州网,2013-07-01,https://www.ringdata.com/news/detail?id=20130701030c49df03d1029c57462495cf2f52cf
283,河南女大学生身中13刀 警方断定自杀,视频截图。 　　近日，河南师范大学女大学生小含突然中刀身亡。家属称，小含中了共13刀，致死的刀口很深，都(割)到喉咙了。警方表示死者身上确有多处刀伤，经初步判断是考试压力过大导致心理出现问题,人民网    2012-06-21,人民网,2012-06-21,https://www.ringdata.com/news/detail?id=20120621e5faee4a51b34cefd7e072925c723cdc
284,大学生因小事自杀凸显生命教育缺失,□汪代华     1月12日，温州一大学的在校大学生小王，留下一份带着泪水的遗书后，在洞头一风景区跳崖身亡。就在前一天，他因为被怀疑在超市拿了一支28元的牙膏没付钱，在学生公寓楼下与人发生,大众网    2010-01-16,大众网,2010-01-16,https://www.ringdata.com/news/detail?id=20100116e7f583f92503591297308277ce0b635a
285,日媒：年关将近 日本四成大学生欲自杀,,人民网    2012-11-16,人民网,2012-11-16,https://www.ringdata.com/news/detail?id=2012111621e86ac5bcd035411c5690db4f7ef709
287,女大学生身中13刀死亡警方认定自杀,,多彩贵州网    2012-06-20,多彩贵州网,2012-06-20,https://www.ringdata.com/news/detail?id=20120620d5cf29c49b094e128d3b4f7bba3bae8a
288,香港一大学生自杀遗书称升学压力大,,多彩贵州网    2010-03-15,多彩贵州网,2010-03-15,https://www.ringdata.com/news/detail?id=201003156fe9ac349311ce7219831600e52125cb
289,两大学生“QQ相约自杀” 腾讯担责有点冤,两名大学生小张和小范在QQ上相约自杀，小张终止自杀行为，小范自杀身亡。小范的父母将小张和腾讯公司一并告上法庭。日前，浙江省丽水市莲都区法院对案件作出判决：小张和腾讯公司分别承担20%和10%的责任,中国柯桥网    2010-12-09,中国柯桥网,2010-12-09,https://www.ringdata.com/news/detail?id=20101209e92a1c3772daf747dc77f32851b6ed46
290,21岁女大学生疑因脑部疾患跳楼自杀,21岁女大学生跳楼自杀 　　时间：昨天上午；地点：南京大明路一小区 　　快报讯(记者赵守诚)昨天上午11时许，一位年仅21岁的花季女子从家中的4楼翻窗跳下，家人忙将她送到南京市第一医院抢救。因伤势,胶东在线网    2008-10-01,胶东在线网,2008-10-01,https://www.ringdata.com/news/detail?id=20081001c345cdbd8162efeb952c121489a27558
291,大学生网络博彩欠50余万后跳楼自杀,近日，河南牧业经济学院一在校生因无力偿还网络贷款而跳楼自杀的消息引起网友广泛关注。“网络贷款”流行校园，究竟是学生的“福音”还是“陷阱”？专家表示，当前大学生强烈的消费需求为网络贷款平台提供了商机,中安在线网    2016-03-20,中安在线网,2016-03-20,https://www.ringdata.com/news/detail?id=20160320629fc399564ba74865be2aa1057624e0
292,女大学生不愿当公务员选择跳楼自杀,今年48岁的刘美艺（化名）是某市级机关处级干部，今年25岁的女儿2007年从武汉大学毕业，但毕业后一直没有固定工作，在网上做设计工作，是一名自由职业者。 　　但一向好强的刘美艺认为女儿这样不行，于,中国山东网    2010-03-08,中国山东网,2010-03-08,https://www.ringdata.com/news/detail?id=201003083788f2e4c8c4c150f80ff88e69763379
